"Dist Code","Year","State Code","State Name","Dist Name","TOTAL POPULATION (1000 Number)","TOTAL MALE POPULATION (1000 Number)","TOTAL FEMALE POPULATION (1000 Number)","TOTAL RURAL POPULATION (1000 Number)","RURAL MALE POPULATION (1000 Number)","RURAL FEMALE POPULATION (1000 Number)","TOTAL URBAN POPULATION (1000 Number)","URBAN MALE POPULATION (1000 Number)","URBAN FEMALE POPULATION (1000 Number)","ST TOTAL POPULATION (1000 Number)","ST MALE POPULATION (1000 Number)","ST FEMALE POPULATION (1000 Number)","ST RURAL TOTAL POPULATION (1000 Number)","ST RURAL MALE POPULATION (1000 Number)","ST RURAL FEMALE POPULATION (1000 Number)","ST URBAN TOTAL POPULATION (1000 Number)","ST URBAN MALE POPULATION (1000 Number)","ST URBAN FEMALE POPULATION (1000 Number)","SC TOTAL POPULATION (1000 Number)","SC MALE POPULATION (1000 Number)","SC FEMALE POPULATION (1000 Number)","SC RURAL TOTAL POPULATION (1000 Number)","SC RURAL MALE POPULATION (1000 Number)","SC RURAL FEMALE POPULATION (1000 Number)","SC URBAN TOTAL POPULATION (1000 Number)","SC URBAN MALE POPULATION (1000 Number)","SC URBAN FEMALE POPULATION (1000 Number)","TOTAL LITERATES POPULATION (1000 Number)","MALE LITERATES POPULATION (1000 Number)","FEMALE LITERATES POPULATION (1000 Number)","TOTAL RURAL LITERATES POPULATION (1000 Number)","RURAL MALE LITERATES POPULATION (1000 Number)","RURAL FEMALE LITERATES POPULATION (1000 Number)","TOTAL URBAN LITERATES POPULATION (1000 Number)","URBAN MALE LITERATES POPULATION (1000 Number)","URBAN FEMALE LITERATES POPULATION (1000 Number)","TOTAL CULTIVATORS POPULATION (1000 Number)","MALE CULTIVATORS POPULATION (1000 Number)","FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL RURAL CULTIVATORS POPULATION (1000 Number)","RURAL MALE CULTIVATORS POPULATION (1000 Number)","RURAL FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL URBAN CULTIVATORS POPULATION (1000 Number)","URBAN MALE CULTIVATORS POPULATION (1000 Number)","URBAN FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL AGRICULTURAL LABOUR POPULATION (1000 Number)","MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL RURAL AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL URBAN AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","NON AGRICULTURAL WORKERS POPULATION (1000 Number)","AGRICULTURAL WORKERS POPULATION (1000 Number)","TOTAL WORKERS POPULATION (1000 Number)"
"7","1961","6","Madhya Pradesh","Jabalpur","1273.83","662.05","611.78","801.18","403.06","398.12","472.65","258.99","213.66","154.99","76.84","78.15","154.54","76.63","77.91","0.45","0.21","0.24","120.32","60.65","59.67","77.28","38.29","38.99","43.04","22.36","20.68","363.66","271.71","91.94","135.12","116.35","18.78","228.53","155.37","73.17","250.61","144.22","106.39","243.0","139.23","103.77","7.61","4.99","2.62","96.49","43.52","52.97","94.31","42.42","51.9","2.17","1.1","1.07","692.83","347.1","1039.92"
"7","1971","6","Madhya Pradesh","Jabalpur","1686.17","881.67","804.5","1003.72","508.95","494.78","682.44","372.72","309.72","198.54","99.53","99.01","185.69","92.85","92.84","12.85","6.69","6.17","161.16","83.53","77.63","101.8","51.71","50.09","59.36","31.82","27.54","577.76","405.63","172.13","207.65","166.57","41.08","370.11","239.07","131.05","182.62","156.1","26.52","176.4","150.7","25.7","6.22","5.4","0.82","149.55","78.3","71.24","140.21","72.6","67.61","9.33","5.7","3.63","1264.36","332.17","1596.53"
"7","1981","6","Madhya Pradesh","Jabalpur","2198.74","1149.05","1049.69","1208.25","615.35","592.9","990.49","533.7","456.79","383.39","193.22","190.17","328.37","164.29","164.08","55.03","28.93","26.09","268.26","139.16","129.1","145.19","74.15","71.04","123.07","65.01","58.06","901.48","607.01","294.47","318.96","246.2","72.76","582.52","360.81","221.71","217.62","174.84","42.78","210.05","168.32","41.73","7.57","6.52","1.05","176.33","92.11","84.22","164.97","84.62","80.35","11.35","7.49","3.87","1445.92","393.95","1839.87"
"7","1991","6","Madhya Pradesh","Jabalpur","2649.96","1383.65","1266.31","1443.5","744.54","698.96","1206.46","639.12","567.35","474.47","241.68","232.78","404.69","205.07","199.62","69.78","36.61","33.16","339.91","176.73","163.18","180.46","93.0","87.47","159.45","83.74","75.71","1280.37","816.59","463.78","503.82","358.43","145.39","776.55","458.16","318.4","259.8","202.0","57.8","249.8","193.0","56.7","10.0","9.0","1.0","221.4","123.8","97.6","208.4","115.0","93.4","13.0","8.9","4.1","1755.36","481.2","2236.56"
"7","2001","6","Madhya Pradesh","Jabalpur","3231.16","1682.95","1548.21","1759.7","908.91","850.78","1471.46","774.03","697.43","568.41","288.81","279.6","484.82","-1.0","-1.0","-1.0","83.59","-1.0","396.12","205.12","191.0","212.42","-1.0","-1.0","183.7","-1.0","-1.0","1987.61","1192.19","795.43","902.73","579.81","322.91","1084.89","612.37","472.52","258.77","182.94","75.82","251.26","176.39","74.87","7.51","6.55","0.95","342.49","172.11","170.39","333.84","167.0","166.84","8.65","5.1","3.55","1987.86","601.26","2589.11"
"7","2011","6","Madhya Pradesh","Jabalpur","3755.33","1939.29","1816.04","2051.76","1052.22","999.53","1703.57","887.08","816.51","692.93","349.72","343.22","590.83","297.45","293.38","102.1","52.27","49.84","503.75","259.23","244.52","260.8","133.97","126.84","242.94","125.26","117.69","2547.24","1440.89","1106.35","1230.77","723.19","507.59","1316.46","717.7","598.76","219.69","164.45","55.25","209.34","155.84","53.49","10.36","8.6","1.75","507.54","278.31","229.23","485.56","263.68","221.88","21.98","14.63","7.35","2205.84","727.23","2933.07"
"8","1961","6","Madhya Pradesh","Balaghat","806.7","401.45","405.26","760.39","377.12","383.27","46.31","24.33","21.99","86.93","43.18","43.75","86.93","43.18","43.75","0.0","0.0","0.0","26.05","12.79","13.26","23.5","11.51","11.99","2.55","1.28","1.28","166.49","137.5","28.99","146.45","123.28","23.17","20.04","14.22","5.82","317.36","152.66","164.7","314.75","151.26","163.48","2.61","1.4","1.21","88.18","42.43","45.75","87.29","42.13","45.16","0.89","0.3","0.59","318.22","405.53","723.75"
"8","1971","6","Madhya Pradesh","Balaghat","980.16","488.9","491.26","912.2","453.57","458.64","67.96","35.33","32.63","109.99","54.99","55.0","109.99","54.99","55.0","-1.0","-1.0","-1.0","65.16","32.67","32.48","60.64","30.34","30.31","4.51","2.34","2.18","246.3","187.14","59.16","212.91","165.2","47.71","33.39","21.94","11.45","239.56","162.26","77.3","237.51","160.61","76.9","2.05","1.65","0.4","107.3","58.76","48.55","105.52","57.81","47.71","1.78","0.95","0.83","597.74","346.86","944.6"
"8","1981","6","Madhya Pradesh","Balaghat","1147.81","572.08","575.73","1048.01","520.03","527.98","99.8","52.06","47.74","250.55","123.37","127.18","242.26","119.17","123.1","8.28","4.2","4.08","82.35","40.67","41.69","73.12","35.91","37.21","9.24","4.75","4.48","389.05","270.5","118.55","332.19","234.91","97.28","56.86","35.59","21.27","278.69","170.99","107.69","275.78","168.9","106.88","2.91","2.1","0.81","128.54","68.03","60.51","126.07","66.81","59.27","2.46","1.22","1.24","630.35","407.23","1037.58"
"8","1991","6","Madhya Pradesh","Balaghat","1365.87","682.26","683.61","1236.08","615.26","620.83","129.79","67.0","62.78","298.67","147.81","150.86","286.22","141.45","144.77","12.44","6.36","6.08","113.11","55.89","57.22","101.29","49.98","51.32","11.81","5.91","5.9","596.25","377.27","218.98","513.49","328.71","184.79","82.75","48.56","34.19","310.1","190.2","119.9","306.8","187.9","118.9","3.3","2.3","1.0","161.6","84.5","77.1","157.6","82.2","75.4","4.0","2.3","1.7","778.48","471.7","1250.18"
"8","2001","6","Madhya Pradesh","Balaghat","1445.76","714.94","730.82","1251.86","616.6","635.26","193.91","98.34","95.57","326.54","159.29","167.26","297.91","-1.0","-1.0","-1.0","28.63","-1.0","116.07","56.95","59.12","96.74","-1.0","-1.0","19.33","-1.0","-1.0","844.44","487.45","356.99","704.49","409.84","294.66","139.95","77.61","62.34","287.75","154.89","132.86","280.73","150.81","129.92","7.02","4.08","2.94","282.49","119.06","163.43","274.46","115.48","158.99","8.03","3.58","4.44","692.18","570.24","1262.42"
"8","2011","6","Madhya Pradesh","Balaghat","1701.7","842.18","859.52","1456.88","719.79","737.09","244.82","122.38","122.43","383.03","186.98","196.05","346.46","169.22","177.25","36.57","17.76","18.8","125.43","61.58","63.85","99.61","48.76","50.85","25.82","12.82","13.0","1147.62","626.47","521.16","960.22","527.09","433.13","187.41","99.38","88.03","257.79","150.33","107.45","250.99","145.96","105.03","6.79","4.37","2.42","459.8","214.35","245.44","445.01","207.08","237.94","14.78","7.28","7.51","808.68","717.59","1526.27"
"9","1961","6","Madhya Pradesh","Chhindwara","785.54","396.67","388.86","687.15","344.73","342.42","98.39","51.95","46.44","261.3","127.97","133.33","256.76","125.44","131.32","4.54","2.53","2.01","71.74","36.54","35.2","62.38","31.59","30.79","9.36","4.94","4.41","127.92","102.81","25.11","89.97","76.02","13.95","37.95","26.79","11.16","257.49","133.38","124.11","251.7","130.07","121.63","5.79","3.32","2.48","76.01","33.17","42.84","72.47","31.82","40.66","3.54","1.35","2.19","360.45","333.5","693.95"
"9","1971","6","Madhya Pradesh","Chhindwara","990.34","502.56","487.78","833.58","419.2","414.38","156.77","83.36","73.4","348.03","171.53","176.49","335.22","165.04","170.18","12.81","6.49","6.32","103.51","53.24","50.28","85.09","43.2","41.89","18.42","10.03","8.39","217.02","159.72","57.3","144.16","111.95","32.21","72.86","47.77","25.09","181.31","146.38","34.93","177.07","142.9","34.17","4.24","3.48","0.76","115.77","49.61","66.17","110.4","46.98","63.42","5.37","2.62","2.75","680.92","297.08","978.0"
"9","1981","6","Madhya Pradesh","Chhindwara","1233.13","627.54","605.59","971.96","490.0","481.97","261.17","137.54","123.63","411.48","204.37","207.11","385.44","190.89","194.55","26.04","13.48","12.56","145.13","74.48","70.66","107.69","54.67","53.02","37.44","19.81","17.64","347.58","242.1","105.49","209.98","156.48","53.5","137.61","85.62","51.99","231.78","169.77","62.01","225.73","164.82","60.92","6.05","4.95","1.09","143.48","65.22","78.26","135.32","61.06","74.26","8.16","4.17","4.0","744.81","375.26","1120.07"
"9","1991","6","Madhya Pradesh","Chhindwara","1568.7","803.39","765.32","1206.35","613.31","593.04","362.35","190.07","172.28","540.71","270.69","270.02","507.92","253.83","254.09","32.79","16.85","15.93","191.42","99.17","92.25","137.31","70.73","66.59","54.11","28.44","25.67","564.25","365.2","199.05","346.69","235.89","110.81","217.56","129.31","88.24","293.5","213.7","79.8","284.2","206.4","77.8","9.3","7.3","2.0","152.2","74.3","77.9","141.5","68.5","73.0","10.8","5.8","4.9","981.47","445.7","1427.17"
"9","2001","6","Madhya Pradesh","Chhindwara","1848.88","946.58","902.3","1396.65","711.76","684.89","452.23","234.82","217.41","641.42","322.46","318.96","593.96","-1.0","-1.0","-1.0","47.47","-1.0","214.2","110.58","103.63","147.55","-1.0","-1.0","66.66","-1.0","-1.0","1027.52","611.57","415.94","704.46","428.94","275.52","323.06","182.64","140.42","305.56","195.48","110.08","296.69","188.51","108.18","8.87","6.97","1.9","274.44","120.09","154.36","258.73","111.73","147.0","15.71","8.36","7.35","1069.35","580.0","1649.36"
"9","2011","6","Madhya Pradesh","Chhindwara","2090.92","1064.47","1026.45","1585.74","806.2","779.54","505.18","258.27","246.91","769.78","385.79","383.99","713.57","357.72","355.85","56.21","28.06","28.15","232.24","118.47","113.78","158.11","80.98","77.13","74.13","37.48","36.65","1294.2","731.29","562.9","907.84","522.43","385.41","386.36","208.86","177.5","283.11","188.03","95.08","273.51","180.71","92.8","9.61","7.32","2.28","422.67","201.32","221.35","397.7","187.36","210.34","24.97","13.96","11.01","1132.94","705.78","1838.72"
"10","1961","6","Madhya Pradesh","Narsinghpur","412.41","211.24","201.17","363.41","185.32","178.09","49.0","25.92","23.08","50.5","25.22","25.28","48.59","24.17","24.42","1.91","1.04","0.87","32.62","16.73","15.89","29.72","15.15","14.57","2.91","1.58","1.33","88.86","68.75","20.12","66.58","53.58","13.0","22.29","15.17","7.12","95.78","59.99","35.79","94.39","58.94","35.45","1.39","1.05","0.34","44.65","22.74","21.91","44.18","22.47","21.72","0.46","0.27","0.19","221.45","140.42","361.87"
"10","1971","6","Madhya Pradesh","Narsinghpur","519.57","269.02","250.55","452.21","233.36","218.85","67.35","35.66","31.69","64.3","32.78","31.52","61.21","31.13","30.09","3.09","1.66","1.43","71.54","36.93","34.61","64.63","33.36","31.27","6.91","3.57","3.34","151.91","107.9","44.02","114.89","84.54","30.35","37.02","23.36","13.66","70.78","64.2","6.58","69.55","63.09","6.45","1.24","1.11","0.13","64.78","39.07","25.72","63.09","37.91","25.18","1.69","1.15","0.54","372.11","135.56","507.67"
"10","1981","6","Madhya Pradesh","Narsinghpur","650.45","336.98","313.46","562.32","290.55","271.77","88.13","46.43","41.7","83.78","42.19","41.59","80.08","40.21","39.87","3.69","1.98","1.71","101.64","52.79","48.85","90.91","47.19","43.71","10.74","5.6","5.14","216.13","149.29","66.83","162.48","116.74","45.74","53.64","32.45","21.09","93.26","82.31","10.94","91.47","80.68","10.79","1.79","1.63","0.16","93.66","53.17","40.5","92.42","52.26","40.15","1.25","0.91","0.34","412.89","186.92","599.81"
"10","1991","6","Madhya Pradesh","Narsinghpur","785.5","410.69","374.8","668.71","349.13","319.58","116.79","61.57","55.22","101.37","51.76","49.61","96.11","48.97","47.14","5.26","2.79","2.47","130.29","68.25","62.04","114.36","59.84","54.52","15.93","8.41","7.53","356.05","229.27","126.78","278.27","183.77","94.5","77.78","45.5","32.28","112.8","95.3","17.5","110.7","93.4","17.3","2.1","1.9","0.2","110.2","65.2","45.0","107.5","63.3","44.2","2.7","2.0","0.7","502.09","223.0","725.09"
"10","2001","6","Madhya Pradesh","Narsinghpur","957.4","501.41","455.99","804.3","421.08","383.21","153.1","80.32","72.78","126.14","64.51","61.63","118.36","-1.0","-1.0","-1.0","7.78","-1.0","154.55","81.0","73.55","132.53","-1.0","-1.0","22.02","-1.0","-1.0","632.37","367.21","265.17","519.48","303.68","215.8","112.9","63.53","49.37","136.8","104.18","32.62","134.21","101.82","32.39","2.59","2.36","0.24","173.01","92.64","80.37","170.71","91.28","79.42","2.3","1.35","0.95","553.94","309.81","863.75"
"10","2011","6","Madhya Pradesh","Narsinghpur","1091.85","568.81","523.04","888.31","462.7","425.62","203.54","106.11","97.43","145.88","74.13","71.75","135.06","68.58","66.48","10.82","5.55","5.27","184.16","96.08","88.08","153.79","80.33","73.46","30.37","15.75","14.62","718.79","413.49","305.29","562.09","327.73","234.35","156.7","85.76","70.94","113.87","91.93","21.94","110.22","88.59","21.63","3.65","3.33","0.31","257.87","149.04","108.82","250.13","144.04","106.09","7.74","5.0","2.73","614.04","371.74","985.78"
"11","1961","6","Madhya Pradesh","Seoni / Shivani","523.74","261.06","262.68","493.47","245.35","248.12","30.27","15.72","14.56","201.06","99.02","102.04","200.15","98.53","101.62","0.91","0.49","0.42","22.41","11.34","11.07","20.95","10.58","10.38","1.46","0.77","0.69","89.31","71.29","18.02","75.09","61.67","13.42","14.23","9.63","4.6","201.35","104.65","96.7","201.06","104.41","96.65","0.29","0.24","0.05","62.97","28.6","34.37","62.83","28.54","34.29","0.14","0.06","0.08","222.03","264.32","486.35"
"11","1971","6","Madhya Pradesh","Seoni / Shivani","670.9","337.09","333.81","627.33","314.38","312.95","43.57","22.71","20.86","250.58","124.54","126.04","249.18","123.78","125.41","1.4","0.76","0.64","45.29","23.18","22.12","43.19","22.06","21.12","2.11","1.11","0.99","142.95","107.21","35.75","119.06","92.26","26.8","23.9","14.95","8.95","158.55","114.79","43.77","158.11","114.4","43.72","0.44","0.39","0.05","89.71","44.17","45.54","88.9","43.74","45.17","0.8","0.44","0.37","418.04","248.26","666.3"
"11","1981","6","Madhya Pradesh","Seoni / Shivani","809.71","408.44","401.27","747.01","375.42","371.59","62.7","33.03","29.68","294.35","145.83","148.52","291.24","144.17","147.07","3.11","1.66","1.45","85.53","43.66","41.87","80.35","40.93","39.42","5.18","2.73","2.45","218.69","156.39","62.31","180.13","132.86","47.27","38.56","23.53","15.04","182.96","126.55","56.41","182.27","125.92","56.35","0.69","0.63","0.06","113.94","55.61","58.33","113.14","55.1","58.05","0.8","0.52","0.28","461.54","296.9","758.44"
"11","1991","6","Madhya Pradesh","Seoni / Shivani","1000.83","507.08","493.76","906.02","457.7","448.32","94.81","49.38","45.43","369.83","184.41","185.41","363.88","181.28","182.6","5.95","3.13","2.81","107.79","55.3","52.49","97.95","50.16","47.79","9.84","5.15","4.69","358.42","234.63","123.79","296.07","198.45","97.62","62.34","36.17","26.17","215.1","146.6","68.5","213.7","145.4","68.3","1.5","1.2","0.2","140.2","72.8","67.4","138.1","71.5","66.6","2.1","1.3","0.8","586.41","355.3","941.71"
"11","2001","6","Madhya Pradesh","Seoni / Shivani","1165.89","588.14","577.76","1045.2","525.75","519.45","120.7","62.39","58.31","429.1","212.82","216.28","419.81","-1.0","-1.0","-1.0","9.3","-1.0","120.66","61.69","58.97","107.03","-1.0","-1.0","13.63","-1.0","-1.0","640.75","380.13","260.63","549.76","329.78","219.98","91.0","50.35","40.65","235.98","139.19","96.79","234.48","138.16","96.32","1.49","1.03","0.47","237.35","101.75","135.6","235.9","101.05","134.86","1.45","0.7","0.75","596.83","473.33","1070.16"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","1379.13","695.88","683.25","1215.24","612.31","602.93","163.89","83.57","80.33","519.86","258.12","261.74","505.73","251.24","254.49","14.13","6.88","7.24","130.8","66.83","63.97","112.44","57.46","54.97","18.36","9.37","8.99","864.19","485.34","378.85","734.37","416.11","318.26","129.83","69.24","60.59","173.67","113.75","59.92","171.53","112.08","59.45","2.14","1.67","0.47","376.4","183.36","193.05","372.52","181.2","191.32","3.88","2.15","1.73","694.7","550.07","1244.77"
"12","1961","6","Madhya Pradesh","Mandla","684.5","341.29","343.21","651.36","324.11","327.25","33.14","17.18","15.96","423.1","209.02","214.08","421.33","208.03","213.3","1.76","0.99","0.77","25.96","13.05","12.91","23.91","12.01","11.9","2.05","1.04","1.01","97.12","79.93","17.19","81.22","69.33","11.9","15.9","10.61","5.29","289.75","146.03","143.72","288.32","145.13","143.19","1.43","0.9","0.53","63.33","28.01","35.31","63.0","27.87","35.13","0.33","0.15","0.18","288.87","353.08","641.95"
"12","1971","6","Madhya Pradesh","Mandla","874.76","437.59","437.17","826.06","412.3","413.76","48.7","25.29","23.41","528.87","262.67","266.2","524.63","260.46","264.17","4.23","2.2","2.03","41.62","21.2","20.41","38.73","19.71","19.01","2.89","1.49","1.4","160.15","126.49","33.66","133.61","109.72","23.89","26.55","16.77","9.78","251.49","166.02","85.47","250.11","164.81","85.3","1.38","1.21","0.17","97.65","46.05","51.6","95.88","45.12","50.75","1.77","0.92","0.85","518.48","349.14","867.62"
"12","1981","6","Madhya Pradesh","Mandla","1037.39","517.87","519.53","964.22","479.89","484.33","73.18","37.98","35.2","626.16","308.93","317.23","617.46","304.24","313.22","8.7","4.68","4.01","53.74","27.42","26.32","47.77","24.34","23.43","5.98","3.08","2.89","237.72","179.73","57.99","195.15","153.55","41.6","42.57","26.18","16.39","343.75","206.11","137.64","341.37","204.21","137.15","2.39","1.9","0.49","116.54","49.94","66.6","113.96","48.46","65.51","2.58","1.48","1.1","521.44","460.29","981.73"
"12","1991","6","Madhya Pradesh","Mandla","1291.26","649.44","641.82","1192.21","598.12","594.1","99.05","51.33","47.72","785.59","390.58","395.01","773.41","384.17","389.24","12.18","6.41","5.77","67.5","34.76","32.74","59.34","30.54","28.8","8.16","4.22","3.94","385.96","271.43","114.54","322.15","233.9","88.26","63.81","37.53","26.28","391.3","237.1","154.1","388.4","234.9","153.6","2.8","2.3","0.6","145.7","64.3","81.4","141.9","62.2","79.6","3.9","2.1","1.8","690.6","537.0","1227.6"
"12","2001","6","Madhya Pradesh","Mandla","1473.22","737.06","736.16","1354.35","676.03","678.33","118.87","61.03","57.84","886.25","438.54","447.7","869.98","-1.0","-1.0","-1.0","16.27","-1.0","75.16","38.59","36.57","65.22","-1.0","-1.0","9.93","-1.0","-1.0","712.59","449.05","263.55","624.24","399.77","224.46","88.36","49.27","39.08","406.54","223.22","183.32","404.44","221.64","182.79","2.1","1.58","0.52","288.25","121.89","166.36","285.19","120.21","164.98","3.05","1.68","1.38","677.91","694.79","1372.7"
"12","2011","6","Madhya Pradesh","Mandla","1759.43","877.18","882.24","1596.93","794.54","802.38","162.51","82.64","79.87","1066.32","525.62","540.7","1038.86","512.0","526.86","27.46","13.62","13.84","88.21","45.02","43.19","74.02","37.83","36.19","14.19","7.18","7.01","983.67","570.79","412.89","858.57","503.28","355.28","125.11","67.51","57.61","299.01","174.09","124.93","294.96","171.15","123.82","4.05","2.94","1.11","509.87","235.76","274.12","501.3","230.98","270.31","8.58","4.78","3.79","809.86","808.88","1618.74"
"13","1961","6","Madhya Pradesh","Sagar","796.55","414.83","381.71","615.84","318.27","297.57","180.7","96.56","84.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","164.98","84.23","80.75","133.39","68.1","65.29","31.59","16.14","15.46","163.41","126.62","36.79","88.39","73.56","14.83","75.02","53.07","21.96","167.78","111.04","56.74","163.23","107.57","55.66","4.55","3.47","1.08","56.75","31.17","25.59","55.82","30.6","25.21","0.94","0.56","0.38","420.1","224.53","644.63"
"13","1971","6","Madhya Pradesh","Sagar","1062.13","560.76","501.37","801.82","420.91","380.91","260.31","139.85","120.46","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","221.75","116.16","105.59","174.11","90.85","83.26","47.64","25.31","22.33","293.34","216.16","77.19","161.25","129.24","32.02","132.09","86.92","45.17","144.96","133.94","11.03","139.77","129.1","10.67","5.19","4.83","0.36","94.11","59.92","34.19","91.73","58.1","33.63","2.37","1.82","0.56","759.54","239.07","998.61"
"13","1981","6","Madhya Pradesh","Sagar","1323.13","699.57","623.56","954.53","502.55","451.97","368.61","197.02","171.59","114.86","59.2","55.66","110.93","57.1","53.83","3.92","2.1","1.83","275.77","145.49","130.27","204.71","108.06","96.64","71.06","37.43","33.63","453.27","321.63","131.64","242.65","188.56","54.1","210.62","133.07","77.55","165.27","149.73","15.54","157.94","142.92","15.02","7.33","6.8","0.53","83.97","56.26","27.71","81.14","54.11","27.03","2.83","2.15","0.68","863.4","249.24","1112.64"
"13","1991","6","Madhya Pradesh","Sagar","1647.74","876.08","771.66","1166.36","619.21","547.15","481.38","256.87","224.51","139.47","72.22","67.25","132.12","68.27","63.84","7.35","3.94","3.41","347.43","185.89","161.54","250.47","134.26","116.21","96.96","51.63","45.33","699.42","469.77","229.65","403.34","288.91","114.44","296.08","180.87","115.22","185.7","162.2","23.5","175.9","153.4","22.6","9.8","8.8","1.0","128.9","90.8","38.1","123.8","86.8","37.0","5.0","3.9","1.1","1079.09","314.6","1393.69"
"13","2001","6","Madhya Pradesh","Sagar","2021.78","1073.03","948.75","1430.42","760.97","669.45","591.36","312.06","279.3","196.47","101.16","95.31","186.26","-1.0","-1.0","-1.0","10.21","-1.0","415.37","222.37","193.01","295.13","-1.0","-1.0","120.25","-1.0","-1.0","1128.02","706.8","421.23","711.13","464.82","246.31","416.89","241.98","174.91","223.28","175.76","47.51","213.17","166.89","46.29","10.11","8.88","1.23","216.01","131.42","84.59","211.5","128.21","83.28","4.51","3.21","1.3","1182.02","439.29","1621.31"
"13","2011","6","Madhya Pradesh","Sagar","2378.46","1256.26","1122.2","1669.66","884.13","785.53","708.8","372.12","336.67","221.94","114.77","107.17","208.32","107.66","100.65","13.62","7.11","6.51","501.63","266.31","235.32","349.84","186.32","163.52","151.79","79.99","71.8","1545.72","908.61","637.11","1011.98","610.36","401.63","533.74","298.25","235.49","203.6","166.42","37.18","191.78","156.16","35.62","11.82","10.26","1.56","378.56","240.07","138.49","364.75","229.85","134.9","13.81","10.22","3.59","1372.42","582.16","1954.58"
"14","1961","6","Madhya Pradesh","Damoh","438.34","223.07","215.28","382.57","193.81","188.76","55.77","29.26","26.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","80.33","40.61","39.72","70.45","35.51","34.94","9.88","5.1","4.78","80.87","64.55","16.33","56.17","47.59","8.57","24.71","16.95","7.76","107.53","69.15","38.38","106.31","68.23","38.08","1.22","0.92","0.3","31.92","17.63","14.29","31.82","17.55","14.27","0.11","0.08","0.03","231.47","139.45","370.92"
"14","1971","6","Madhya Pradesh","Damoh","573.2","295.32","277.89","494.21","253.74","240.47","78.99","41.57","37.42","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","117.7","60.28","57.42","103.99","53.13","50.86","13.71","7.15","6.56","133.44","101.43","32.01","92.82","75.32","17.51","40.62","26.11","14.5","88.39","80.91","7.49","86.8","79.47","7.33","1.59","1.44","0.15","61.31","36.74","24.57","60.46","36.06","24.4","0.85","0.68","0.17","401.55","149.7","551.25"
"14","1981","6","Madhya Pradesh","Damoh","721.45","374.68","346.77","617.43","319.77","297.66","104.03","54.92","49.11","86.35","43.61","42.75","85.22","43.01","42.21","1.13","0.6","0.53","148.04","77.25","70.79","128.97","67.12","61.85","19.07","10.13","8.94","216.36","159.06","57.3","155.71","121.19","34.53","60.65","37.88","22.77","97.68","89.93","7.75","96.1","88.45","7.65","1.58","1.48","0.1","58.29","37.94","20.36","57.81","37.53","20.28","0.49","0.41","0.08","470.3","155.97","626.27"
"14","1991","6","Madhya Pradesh","Damoh","898.13","471.38","426.74","735.2","385.41","349.79","162.92","85.97","76.95","111.11","56.94","54.17","108.49","55.56","52.93","2.63","1.38","1.24","180.35","95.67","84.68","148.1","78.47","69.63","32.26","17.2","15.05","331.16","227.95","103.22","233.32","168.26","65.06","97.84","59.69","38.15","116.3","104.8","11.5","113.0","101.7","11.3","3.3","3.1","0.2","83.8","55.2","28.6","82.0","53.8","28.2","1.8","1.4","0.4","576.52","200.1","776.62"
